Group	Authors	Title	Practical	Article/Google	Email Sent	Email Reply	Build Results	Database Entry	Build Notes
SIGMOD'12	Steven Begley, Zhen He, Yi-Ping Phoebe Chen	MCJoin: a memory-constrained join for column-store main-memory databases	Practical	-	Email sent	Replied yes	Builds	data/sigmod12_BegleyHC12_data.txt	data/sigmod12_BegleyHC12_build.txt
SIGMOD'12	James Cheng, Shumo Chu, Yiping Ke, Carter Cheng	Efficient processing of distance queries in large graphs: a vertex cover approach	Practical	Link from google	Not sent	-	Builds	data/sigmod12_ChengKCC12_data.txt	data/sigmod12_ChengKCC12_build.txt
SIGMOD'12	Naruabi O. Consens, Kleoni Ioannidou, Jeff LeFevre, Neoklis Polyzotis	Divergent physical design tuning for replicated databases	Practical	-	Not sent	-	-	data/sigmod12_ConsensILP12_data.txt	-
SIGMOD'12	Bolin Ding, Haixun Wang, Ruoming Jin, Jiawei Han, Zhongyuan Wang	Optimizing index for taxonomy keyword search	Practical	-	Not sent	-	-	data/sigmod12_DingWJHW12_data.txt	-
SIGMOD'12	Wenfei Fan, Jianzhong Li, Xin Wang, Yinghui Wu	Query preserving graph compression	Practical	-	Not sent	-	-	data/sigmod12_FanLWW12_data.txt	-
SIGMOD'12	Xixuan Feng, Arun Kumar, Benjamn Recht, Christopher Re	Towards a unified architecture for in-RDBMS analytics	Practical	Link from paper	Not sent	-	Build fails	data/sigmod12_FengKRR12_data.txt	data/sigmod12_FengKRR12_build.txt
SIGMOD'12	Piero Fraternali, Davide Martinenghi, Marco Tagliasacchi	Top-k bounded diversification	Practical	-	Email sent	Replied yes	Build fails	data/sigmod12_FraternaliMT12_data.txt	data/sigmod12_FraternaliMT12_build.txt
SIGMOD'12	Junhao Gan, Jianlin Feng, Qiong Fang, Wilfred Ng	Locality-sensitive hashing scheme based on dynamic collision counting	Practical	Link from google	Not sent	-	Build fails	data/sigmod12_GanFFN12_data.txt	data/sigmod12_GanFFN12_build.txt
SIGMOD'12	Nikos Giatrakos, Antonios Deliginnakis, Minos Garadalakis, Izchak Shafman, Assaf Schuster	Prediction-based geometric monitoring over distributed data streams	Practical	-	Email sent	Replied yes	Builds	data/sigmod12_GiatrakosDGSS12_data.txt	data/sigmod12_GiatrakosDGSS12_build.txt
SIGMOD'12	Michaela Gotz, Surman Nath, Johannes Gehrke	MaskIt: privately releasing user context streams for personalized mobile applications	Practical	-	Not sent	-	-	data/sigmod12_GotzNG12_data.txt	-
SIGMOD'12	Stephen Guo, Aditya Parameswaran, Hector Garcia-Molina	So who won?: dynamic max discovery with the crowd	Practical	-	Email sent	Replied no	-	data/sigmod12_GuoPG12_data.txt	-
SIGMOD'12	Jelle Hellings, George H.L. Fletcher, Herman Haverkort	Efficient external-memory bisimulation on DAGs	Practical	Link from paper	Not sent	-	Build fails	data/sigmod12_HellingsFH12_data.txt	data/sigmod12_HellingsFH12_build.txt
SIGMOD'12	Haibo Hu, Jianliang Xu, Qian Chen, Ziwei Yang	Authenticating location-based services without compromising location privacy	Practical	-	Email sent	Replied yes	Builds	data/sigmod12_HuXCY12_data.txt	data/sigmod12_HuXCY12_build.txt
SIGMOD'12	Ruomin Jin, Ning Ruan, Saikat Dey, Jeffrey Yu Xu	SCARAB: scaling reachability computation on large graphs	Practical	Link from google	Not sent	-	Build fails	data/sigmod12_JinRDY12_data.txt	data/sigmod12_JinRDY12_build.txt
SIGMOD'12	Ruoming Jin, Ning Ruan, Yang Xiang, Victor E. Lee	A highway-centric labeling approach for answering distance queries on large sparse graphs	Practical	-	Email sent	Replied yes	Builds	data/sigmod12_JinRXL12_data.txt	data/sigmod12_JinRXL12_build.txt
SIGMOD'12	Carl-Christian Kanne, Cuk Ercegovac	Declarative error management for robust data-intensive applications	Practical	-	Email sent	Replied no	-	data/sigmod12_KanneE12_data.txt	-
SIGMOD'12	Asterios Katsifodimos, Ioana Manolescu, Vasilis Vassalos	Materialized view selection for XQuery workloads	Practical	-	Not sent	-	-	data/sigmod12_KatsifodimosMV12_data.txt	-
SIGMOD'12	YongChul Kwon, Magdalena Balazinska, Bill Howe, Jerome Rolia	SkewTune: mitigating skew in mapreduce applications	Practical	Link from google	Not sent	-	Builds	data/sigmod12_KwonBHR12_data.txt	data/sigmod12_KwonBHR12_build.txt
SIGMOD'12	Zheng Li, Tingjian ge	Online windowed subsequence matching over probabilistic sequences	Practical	-	Email sent	No response	-	data/sigmod12_LiG12_data.txt	-
SIGMOD'12	Jiaheng Lu, Pierre Senellart, Chunbin Lin, Xiaoyong Du, Shan Wang, Xinxing Chen	Optimal top-k generation of attribute combinations based on ranked lists	Practical	-	Not sent	-	-	data/sigmod12_LuSLDWC12_data.txt	-
SIGMOD'12	Prashanth Mohan, Abhradeep Thakurta, Elaine Shi, Dawn Song, David E. Culler	GUPT: privacy preserving data analysis made easy	Practical	Link from google	Not sent	-	Builds	data/sigmod12_MohanTSSC12_data.txt	data/sigmod12_MohanTSSC12_build.txt
SIGMOD'12	Jayanta Mondal, Amol Deshpande	Managing large dynamic graphs efficiently	Practical	-	Email sent	Replied no	-	data/sigmod12_MondalD12_data.txt	-
SIGMOD'12	Barzan Mozafari, Kai Zeng, Carlo Zaniolo	High-performance complex event processing over XML streams	Practical	-	Email sent	Replied yes	Builds	data/sigmod12_MozafariZZ12_data.txt	data/sigmod12_MozafariZZ12_build.txt
SIGMOD'12	Danupon Nanongkai, Ashwin Lall, Atish Das Sarma, Kazuhisa Makino	Interactive regret minimization	Practical	-	Email sent	Replied yes	Builds	data/sigmod12_NanongkaiLSM12_data.txt	data/sigmod12_NanongkaiLSM12_build.txt
SIGMOD'12	Aditya Parameswaran, Hector Garcia-Molina, Hyunjung Park, Neoklis Polyzotis, Aditya Ramesh, Jennifer Widom	CrowdScreen: algorithms for filtering data with humans	Practical	-	Not sent	-	-	data/sigmod12_ParameswaranGPPRW12_data.txt	-
SIGMOD'12	Andrew Pavlo, Carlo Curino, Stan Zdonik	Skew-aware automatic database partitioning in shared-nothing,parallel OLTP systems	Practical	-	Not sent	-	-	data/sigmod12_PavloCZ12_data.txt	-
SIGMOD'12	Li Qian, Machael J. Cafarella, Hosagrahar V. Jagadish	Sample-driven schema mapping	Practical	-	Not sent	-	-	data/sigmod12_QianCJ12_data.txt	-
SIGMOD'12	Karthik Ramachandra, S Sudarshan	Holistic optimization by prefetching query results	Practical	-	Email sent	Replied no	-	data/sigmod12_RamachandraS12_data.txt	-
SIGMOD'12	Theodoros Rekatsinas, Amol Deshpande, Lise Getoor	Local structure and determinism in probabilistic databases	Practical	-	Not sent	-	-	data/sigmod12_RekatsinasDG12_data.txt	-
SIGMOD'12	Anish Das Sarma, Lujun Fang, Nitin Gupta, Alon Halevy, Hongrae Lee, Fei Wu, Reynold Xin, Cong Yu	Finding related tables	Practical	-	Not sent	-	-	data/sigmod12_SarmaFGHLWXY12_data.txt	-
SIGMOD'12	Russell Sears, Raghu Ramakrishnan	bLSM: a general purpose log structured merge tree	Practical	Link from paper	Not sent	-	Build fails	data/sigmod12_SearsR12_data.txt	data/sigmod12_SearsR12_build.txt
SIGMOD'12	Darius Sidlauskas, Simonas Saltenis, Christian S. Jensen	Parallel main-memory indexing for moving-object query and update workloads	Practical	-	Not sent	-	-	data/sigmod12_SidlauskasSJ12_data.txt	-
SIGMOD'12	Manish Singh, Arnab Nandi, Hosagrahar V. Jagadish	Skimmer: rapid scrolling of relational query results	Practical	-	Email sent	Replied yes	Builds	data/sigmod12_SinghNJ12_data.txt	data/sigmod12_SinghNJ12_build.txt
SIGMOD'12	Jens Teubner, Louis Woods, Chongling Nie	Skeleton automata for FPGAs: reconfiguring without reconstructing	Hardware	-	-	-	-	data/sigmod12_TeubnerWN12_data.txt	-
SIGMOD'12	Jeppe Rishede Thomsen, Man Lung Yiu, Christian S. Jensen	Effective caching of shortest paths for location-based services	Practical	-	Not sent	-	-	data/sigmod12_ThomsenYJ12_data.txt	-
SIGMOD'12	Alexander Thomson, Thaddeus Diamond, Shu-Chun Weng, Kun Ren, Philip Shao, Daniel J. Abadi	Calvin: fast distributed transactions for partitioned database systems	Practical	-	Email sent	Replied no	-	data/sigmod12_ThomsonDWRSA12_data.txt	-
SIGMOD'12	Jiannan Wang, Guoliang Li, Jianhua Feng	Can we beat the prefix filtering?: an adaptive framework for similarity join and search	Practical	-	Not sent	-	-	data/sigmod12_WangLF12_data.txt	-
SIGMOD'12	Wentao Wu, Hongsong Li, Haixun Wang, Kenny Q. Zhu	Probase: a probabilistic taxonomy for text understanding	Practical	-	Not sent	-	-	data/sigmod12_WuLWZ12_data.txt	-
SIGMOD'12	Zhiqiang Xu, Yiping Ke, Yi Wang, Hong Cheng, James Cheng	A model-based approach to attributed graph clustering	Practical	-	Not sent	-	-	data/sigmod12_XuKWCC12_data.txt	-
SIGMOD'12	Mohamed Yakout, Kris Ganjam, Kaushik Chakrabarti, Surajit Chaudhuri	InfoGather: entity augmentation and attribute discovery by holistic matching with web tables	Practical	-	Not sent	-	-	data/sigmod12_YakoutGCC12_data.txt	-
SIGMOD'12	Shengqi Yang, Xifeng Yan, Bo Zong, Arijit Khan	Towards effective partition management for large graphs	Practical	Link from google	Not sent	-	Builds	data/sigmod12_YangYZK12_data.txt	data/sigmod12_YangYZK12_build.txt
SIGMOD'12	Albert Yu, Pankaj K. Agarwal, Jun Yang	Processing a large number of continuous preference top-{\it k} queries	Practical	-	Email sent	Replied no	-	data/sigmod12_YuAY12_data.txt	-
SIGMOD'12	Mingyang Zhang, Nan Zhang, Gautam das	Aggregate suppression for enterprise search engines	Practical	-	Not sent	-	-	data/sigmod12_Zhang0D12_data.txt	-
SIGMOD'12	Jingren Zhou, Nicolas Bruno, Wei lin	Advanced partitioning techniques for massively distributed computation	Practical	-	Not sent	-	-	data/sigmod12_ZhouBL12_data.txt	-
SIGMOD'12	Gaoping Zhu, Xuemin Lin, Ke Zhu, Wenjie Zhang, Jeffery Xu Yu	TreeSpan: efficiently computing similarity all-matching	Practical	-	Not sent	-	-	data/sigmod12_ZhuLZZY12_data.txt	-
ASPLOS'12	Faraz Ahmad, Srimat Chakradhar, Anand Raghunathan, T N. Vijaykumar	Tarazu: optimizing MapReduce on heterogeneous clusters	Practical	-	Not sent	-	-	data/asplos12_AhmadCRV12_data.txt	-
ASPLOS'12	Adrian M. Caulfield, Todoer I. Mollov, Lous Alex Eisner, Arup De, Joel Coburn, Steven Swanson	Providing safe, user space access to fast, solid state disks	Practical	-	Email sent	Replied no	-	data/asplos12_CaulfieldMEDCS12_data.txt	-
ASPLOS'12	Jichuan Chang, Justin Meza, Parthasarathy Ranganathan, Amip Shah, Rocky Shih, Cullen Bash	Totally green: evaluating and designing servers for lifecycle environmental impact	Theoretical	-	-	-	-	data/asplos12_ChangMRSSB12_data.txt	-
ASPLOS'12	Yang Chen, Shuangde Fang, Lieven Eeckout, Olivier Temam, Chengyong Wu	Iterative optimization for the data center	Practical	-	Email sent	Replied no	-	data/asplos12_ChenFETW12_data.txt	-
ASPLOS'12	David Cheriton, Amin Firoozshahian, Alex Solomatnikov, Jogn P. Stevenson, Omid Azizi	HICAMP: architectural support for efficient concurrency-safe shared structured data access	Hardware	-	-	-	-	data/asplos12_CheritonFSSA12_data.txt	-
ASPLOS'12	Austin T. Clements, M Frans Kaashoek, Zickolai Zeldovich	Scalable address spaces using RCU balanced trees	Practical	Link from paper	Not sent	-	Build fails	data/asplos12_ClementsKZ12_data.txt	data/asplos12_ClementsKZ12_build.txt
ASPLOS'12	Matthew DeVuyst, Ashish Venkat, Dean M. Tullsen	Execution migration in a heterogeneous-ISA chip multiprocessor	Practical	-	Not sent	-	-	data/asplos12_DeVuystVT12_data.txt	-
ASPLOS'12	Hadi Esmaeilzadeh, Adrian Sampson, Luis Ceze, Doug Burger	Architecture support for disciplined approximate programming	Practical	-	Not sent	-	-	data/asplos12_EsmaeilzadehSCB12_data.txt	-
ASPLOS'12	Peter Feiner, Angela Demke Brown, Ashvin Goel	Comprehensive kernel instrumentation via dynamic binary translation	Practical	-	Email sent	Replied yes	Builds	data/asplos12_FeinerBG12_data.txt	data/asplos12_FeinerBG12_build.txt
ASPLOS'12	Michael Ferdman, Almutaz Adileh, Onur Kocberber, Stavros Volos, Mohammad Alisaface, Djordje Jevdjic, Cansu Kaynak, Adian Daniel Popescu, Anastasia Ailamaki, Babak Falsafi	Clearing the clouds: a study of emerging scale-out workloads on modern hardware	Practical	Link from google	Not sent	-	Build fails	data/asplos12_FerdmanAKVAJKPAF12_data.txt	data/asplos12_FerdmanAKVAJKPAF12_build.txt
ASPLOS'12	Abel Gordon, Nadav Amit, Nadav HarEl, Muli Ben Yehuda, Alex Landau, Assaf Schuster, Dan Tsafrir	ELI: bare-metal performance for I/O virtualization	Practical	-	Email sent	No response	-	data/asplos12_GordonAHBLST12_data.txt	-
ASPLOS'12	Sriram Govindan, Di Wang, Anand Sivasubramaniam, Bhuvan Urgaonkar	Leveraging stored energy for handling power emergencies in aggressively provisioned datacenters	Hardware	-	-	-	-	data/asplos12_GovindanWSU12_data.txt	-
ASPLOS'12	Joseph L. Greathouse, Hongyi Xin, Yixin Luo, Todd Austin	A case for unlimited watchpoints	Practical	-	Email sent	Replied yes	Build fails	data/asplos12_GreathouseXLA12_data.txt	data/asplos12_GreathouseXLA12_build.txt
ASPLOS'12	Siva Kumar Sastry Hari, Sarita V. Adve, Helia Naeimi, Pradeep Ramachandran	Relyzer: exploiting application-level fault equivalence to analyze application resiliency to transient faults	Practical	-	Email sent	Replied no	-	data/asplos12_HariANR12_data.txt	-
ASPLOS'12	Sungpack Hong, Hassan Chafi, Eric Sedlar, Kunle Olukotun	Green-Marl: a DSL for easy and efficient graph analysis	Practical	Link from paper	Not sent	-	Builds	data/asplos12_HongCSO12_data.txt	data/asplos12_HongCSO12_build.txt
ASPLOS'12	Andy A. Hwang, Ioan Stefanovici, Bianca Schroeder	Cosmic rays don't strike twice: understanding the nature of DRAM errors and the implications for system design	Theoretical	-	-	-	-	data/asplos12_HwangSS12_data.txt	-
ASPLOS'12	Aamer Jaleel, Hashem H. Najaf-abadi, Samantika Subramaniam, Simon C. Steely Jr, Joel Emer	CRUISE: cache replacement and utility-aware scheduling	Practical	-	Email sent	Replied no	-	data/asplos12_JaleelNSSE12_data.txt	-
ASPLOS'12	Jose A. Joao, M Aater Suleman, Onur Mutlu, Yale N. Patt	Bottleneck identification and scheduling in multithreaded applications	Hardware	-	-	-	-	data/asplos12_JoaoSMP12_data.txt	-
ASPLOS'12	Asim Kadav, Michael M. Swift	Understanding modern device drivers	Theoretical	-	-	-	-	data/asplos12_KadavS12_data.txt	-
ASPLOS'12	Baris Kasikci, Cristian Zamfir, George Candea	Data races vs. data race bugs: telling the difference with portend	Practical	-	Email sent	Replied no	-	data/asplos12_KasikciZC12_data.txt	-
ASPLOS'12	Myron King, Nirav Dave, Arvind Mithal	Automatic generation of hardware/software interfaces	Practical	-	Email sent	Replied no	-	data/asplos12_KingDA12_data.txt	-
ASPLOS'12	Min Lee, Karsten Schwan	Region scheduling: efficiently using the cache architectures via page-level affinity	Practical	-	Email sent	Replied no	-	data/asplos12_LeeS12_data.txt	-
ASPLOS'12	Changhui Lin, Vijay Nagarajan, Rajiv Gupta, Bharghava Rajaram	Efficient sequential consistency via conflict ordering	Practical	-	Not sent	-	-	data/asplos12_LinNGR12_data.txt	-
ASPLOS'12	Felix Xiaozhu Lin, Zhen Wang, Robert LiKamWa, Lin Zhong	Reflex: using low-power processors in smartphones without knowing them	Practical	-	Email sent	Replied no	-	data/asplos12_LinWLZ12_data.txt	-
ASPLOS'12	Dimitrios Lymberopoulos, Oriana Riva, Karin Strauss, Akshay Mittal, Alexandros Ntoulas	PocketWeb: instant web browsing for mobile devices	Practical	-	Email sent	Replied no	-	data/asplos12_LymberopoulosRSMN12_data.txt	-
ASPLOS'12	Lorenzo Martignoni, Stephen McCamant, Pongsin Poosankam, Dawn Song, Petros Maniatis	Path-exploration lifting: hi-fi tests for lo-fi emulators	Practical	-	Email sent	Replied no	-	data/asplos12_MartignoniMPSM12_data.txt	-
ASPLOS'12	David Meisner, Thomas F. Wenisch	DreamWeaver: architectural support for deep sleep	Practical	-	Email sent	Replied yes	Builds	data/asplos12_MeisnerW12_data.txt	data/asplos12_MeisnerW12_build.txt
ASPLOS'12	Dushyanth Narayanan, Orion Hodson	Whole-system persistence	Practical	-	Email sent	Replied no	-	data/asplos12_NarayananH12_data.txt	-
ASPLOS'12	Rei Odaira, Toshio Nakatani	Continuous object access profiling and optimizations to overcome the memory wall and bloat	Practical	-	Not sent	-	-	data/asplos12_OdairaN12_data.txt	-
ASPLOS'12	Marek Olszewski, Qin Zhao, David Koh, Jason Ansel, Saman Amarasinghe	Aikido: accelerating shared data dynamic analyses	Practical	-	Email sent	Replied no	-	data/asplos12_OlszewskiZKAA12_data.txt	-
ASPLOS'12	Sankaralingam Panneerselvam, Michael M. Swift	Chameleon: operating system support for dynamic processors	Practical	-	Not sent	-	-	data/asplos12_PanneerselvamS12_data.txt	-
ASPLOS'12	Yongjun Park, Sangwon Seo, Hyunchul Park, Hyoun Kyu Cho, Scott Mahlke	SIMD defragmenter: efficient ILP realization on data-parallel architectures	Practical	-	Not sent	-	-	data/asplos12_ParkSPCM12_data.txt	-
ASPLOS'12	Petar Radojkovic, Vladimir Cakarevic, Miquel Moreto, Javier Verdu, Alex Pajuelo, Francisco J. Cazorla, Mario Nemirovsky, Mateo Valero	Optimal task assignment in multithreaded processors: a statistical approach	Practical	-	Email sent	Replied no	-	data/asplos12_RadojkovicCMVPCNV12_data.txt	-
ASPLOS'12	Dilip N Simha, Maohua Lu, Tzi-cker Chiueh	An update-aware storage system for low-locality update-intensive workloads	Practical	-	Email sent	Replied no	-	data/asplos12_SimhaLC12_data.txt	-
ASPLOS'12	Jakub Szefer, Ruby B. Lee	Architectural support for hypervisor-secure virtualization	Practical	-	Email sent	Replied no	-	data/asplos12_SzeferL12_data.txt	-
ASPLOS'12	Nedeljko Vasic, Dejan Novakovic, Svetozar Miucin, Dejan Kostic, Ricardo Bianchini	DejaVu: accelerating resource allocation in virtualized environments	Practical	-	Email sent	Replied yes	Builds	data/asplos12_VasicNMKB12_data.txt	data/asplos12_VasicNMKB12_build.txt
ASPLOS'12	Haris Volos, Andres Jaan Tack, Michael M. Swift, Shan Lu	Applying transactional memory to concurrency bugs	Theoretical	-	-	-	-	data/asplos12_VolosTSL12_data.txt	-
OOPSLA'12	Robert Dyer, Hoan Nguyen, Hridesh Rajan, Tien Nguyen	Analyzing ultra-large-scale code corpus with boa	Practical	Link from google	Not sent	-	Build fails	data/oopsla12_0001NRN12_data.txt	data/oopsla12_0001NRN12_build.txt
OOPSLA'12	Zachary R. Anderson	Efficiently combining parallel software using fine-grained,language-level, hierarchical resource management policies	Practical	-	Email sent	Replied yes	Builds	data/oopsla12_Anderson12_data.txt	data/oopsla12_Anderson12_build.txt
OOPSLA'12	Suriya Priya R. Asaithambi, Stan Jarzabek	Generic adaptable test cases for software product line testing: software product line	Theoretical	-	-	-	-	data/oopsla12_AsaithambiJ12_data.txt	-
OOPSLA'12	Giorgio Ausiello, Camil Demetrescu, Irene Finocchi, Donatella Firmani	k-Calling context profiling	Practical	-	Email sent	Replied yes	Build fails	data/oopsla12_AusielloDFF12_data.txt	data/oopsla12_AusielloDFF12_build.txt
OOPSLA'12	Tao Bao, Yunhui Zheng, Xiangyu Zhang	White box sampling in uncertain data processing enabled by program analysis	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_BaoZZ12_data.txt	data/oopsla12_BaoZZ12_build.txt
OOPSLA'12	Daniel W. Barowy, Charlie Curtsinger, Emery D. Berger, Andrew McGregor	AutoMan: a platform for integrating human-based and digital computation	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_BarowyCBM12_data.txt	data/oopsla12_BarowyCBM12_build.txt
OOPSLA'12	Adam Betts, Nathan Chong, Alastair F. Donaldson, Shaz Qadeer, Paul Thomson	GPUVerify: a verifier for GPU kernels	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_BettsCDQT12_data.txt	data/oopsla12_BettsCDQT12_build.txt
OOPSLA'12	Sebastien Bocq, Koen Daenen	Molecule: using monadic and streaming I/O to compose process networks on the JVM	Practical	-	Email sent	Replied yes	Builds	data/oopsla12_BocqD12_data.txt	data/oopsla12_BocqD12_build.txt
OOPSLA'12	Fernanda Campos, Yadran Eterovic	Applying aspect mining techniques to understand an existing program	Practical	-	Email sent	No response	-	data/oopsla12_CamposE12_data.txt	-
OOPSLA'12	Jose G. Castanos, David Edelsohn, Kazuaki Ishizaki, Priya Nagpurkar, Toshio Nakatani, Takeshi Ogasawara, Peng Wu	On the benefits and pitfalls of extending a statically typed language JIT compiler for dynamic scripting languages	Practical	-	Not sent	-	-	data/oopsla12_CastanosEINNOW12_data.txt	-
OOPSLA'12	Ravi Chugh, David Herman, Ranjit Jhala	Dependent types for JavaScript	Practical	Link from google	Not sent	-	Build fails	data/oopsla12_ChughHJ12_data.txt	data/oopsla12_ChughHJ12_build.txt
OOPSLA'12	Michael Cohen, Haitao Steve Zhu, Emgin Ezgi Senem, Yu David Liu	Energy types	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_CohenZSL12_data.txt	data/oopsla12_CohenZSL12_build.txt
OOPSLA'12	James Coplien	Reflections on reflection	Practical	-	Email sent	Replied no	-	data/oopsla12_Coplien12_data.txt	-
OOPSLA'12	Luis Corral	Using software quality standards to assure the quality of the mobile software product	Theoretical	-	-	-	-	data/oopsla12_Corral12_data.txt	-
OOPSLA'12	Patrick Cousot, Radhia Cousot, Francesco Logozzo, Michael Barnett	An abstract interpretation framework for refactoring with application to extract methods with contracts	Practical	-	Email sent	Replied no	-	data/oopsla12_CousotCLB12_data.txt	-
OOPSLA'12	Subhajit Datta, Renuka Sindhgatta, Bikram Sengupta	Talk versus work: characteristics of developer collaboration on the jazz platform	Theoretical	-	-	-	-	data/oopsla12_DattaSS12_data.txt	-
OOPSLA'12	Anton Willy Dubrau, Laurie J. Hendren	Taming MATLAB	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_DubrauH12_data.txt	data/oopsla12_DubrauH12_build.txt
OOPSLA'12	Laura Effinger-Dean, Brandon Lucia, Luis Ceze, Dan Grossman, Hans-Juergen Boehm	IFRit: interference-free regions for dynamic data-race detection	Practical	-	Email sent	Replied yes	Build fails	data/oopsla12_Effinger-DeanLCGB12_data.txt	data/oopsla12_Effinger-DeanLCGB12_build.txt
OOPSLA'12	Steven Fraser, Kendra Cooper, Jim Coplien, Ruth G. Lennon, Ramya Ravichandar, Diomidis Spinellis, Giancarlo Succi	Software tools research: a matter of scale and scope - or commoditization?	Theoretical	-	-	-	-	data/oopsla12_FraserCCLRSS12_data.txt	-
OOPSLA'12	Steven Fraser, Richard P. Gabriel, Gail E. Harris, Ricardo Lopez, Dennis Mancl, William F. Opdyke	Trade-offs in software design and delivery	Theoretical	-	-	-	-	data/oopsla12_FraserGHLMO12_data.txt	-
OOPSLA'12	Paolo G. Giarrusso	Reifying and optimizing collection queries for modularity	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_Giarrusso12_data.txt	data/oopsla12_Giarrusso12_build.txt
OOPSLA'12	Paolo G. Giarrusso, Klaus Ostermann, Michael Eichberg, Tillmann Rendel, Christian Kastner	Reifying and optimizing collection queries for modularity	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_GiarrussoOERK12_data.txt	data/oopsla12_GiarrussoOERK12_build.txt
OOPSLA'12	Colin S. Gordon, Matthew J. Parkinson, Jared Parsons, Aleks Bromfield, Joe Duffy	Uniqueness and reference immutability for safe parallelism	Practical	-	Email sent	Replied no	-	data/oopsla12_GordonPPBD12_data.txt	-
OOPSLA'12	Zhongxian Gu, Earl T. Barr, Drew Schleck, Zhendong Su	Reusing debugging knowledge via trace-based bug search	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_GuBSS12_data.txt	data/oopsla12_GuBSS12_build.txt
OOPSLA'12	Munawar Hafiz, Paul Adamczyk	The nature of order: from security patterns to a pattern language	Practical	-	Email sent	Replied yes	Build fails	data/oopsla12_HafizA12_data.txt	data/oopsla12_HafizA12_build.txt
OOPSLA'12	Christopher M. Hayden, Edward K. Smith, Michail Denchev, Michael Hicks, Jeffrey S. Foster	Kitsune: efficient, general-purpose dynamic software updating for C	Practical	-	Email sent	Replied no	-	data/oopsla12_HaydenSDHF12_data.txt	-
OOPSLA'12	Wei Huang, Ana Milanova, Werner Dietl, Michael D. Ernst	Reim {\&} ReImInfer: checking and inference of reference immutability and method purity	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_HuangMDE12_data.txt	data/oopsla12_HuangMDE12_build.txt
OOPSLA'12	Jeff Huang, Charles Zhang	LEAN: simplifying concurrency bug reproduction via replay-supported execution reduction	Practical	-	Email sent	Replied no	-	data/oopsla12_HuangZ12_data.txt	-
OOPSLA'12	Jeff Huang, Charles Zhang	Execution privatization for scheduler-oblivious concurrent programs	Practical	-	Not sent	-	-	data/oopsla12_HuangZ12a_data.txt	-
OOPSLA'12	Shams Mahmood Imam, Vivek Sarkar	Integrating task parallelism with actors	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_ImamS12_data.txt	data/oopsla12_ImamS12_build.txt
OOPSLA'12	Hiroshi Inoue, Hiroshige Hayashizaki, Peng Wu, Toshio Nakatani	Adaptive multi-level compilation in a trace-based Java JIT compiler	Practical	-	Email sent	Replied no	-	data/oopsla12_InoueHWN12_data.txt	-
OOPSLA'12	Youngjoon Jo, Milind Kulkarni	Automatically enhancing locality for tree traversals with traversal splicing	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_JoK12_data.txt	data/oopsla12_JoK12_build.txt
OOPSLA'12	Tomas Kalibera, Matthew Mole, Richard Jones, Jan Vitek	A black-box approach to understanding concurrency in DaCapo	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_KaliberaMJV12_data.txt	data/oopsla12_KaliberaMJV12_build.txt
OOPSLA'12	Seonghoon Kang, Sukyoung Ryu	Formal specification of a JavaScript module system	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_KangR12_data.txt	data/oopsla12_KangR12_build.txt
OOPSLA'12	Christian Kastner, Klaus Ostermann, Sebastian Erdweg	A variability-aware module system	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_KastnerOE12_data.txt	data/oopsla12_KastnerOE12_build.txt
OOPSLA'12	Michael Kling, Sasa Misailovic, Michael Carbin, Martin C. Rinard	Bolt: on-demand infinite loop escape in unmodified binaries	Practical	-	Email sent	Replied yes	Build fails	data/oopsla12_KlingMCR12_data.txt	data/oopsla12_KlingMCR12_build.txt
OOPSLA'12	Gabriel D. P. Konat, Vlad A. Vergu, Lennart C. L. Kats, Guido Wachsmuth, Eelco Visser	The spoofax name binding language	Practical	Link from google	Not sent	-	Build fails	data/oopsla12_KonatVKWV12_data.txt	data/oopsla12_KonatVKWV12_build.txt
OOPSLA'12	Sameer Kulkarni, John Cavazos	Mitigating the compiler optimization phase-ordering problem using machine learning	Practical	-	Email sent	Replied no	-	data/oopsla12_KulkarniC12_data.txt	-
OOPSLA'12	Vivek Kumar, Daniel Frampton, Stephen M. Blackburn, David Grove, Olivier Tardieu	Work-stealing without the baggage	Practical	-	Email sent	Replied yes	Build fails	data/oopsla12_KumarFBGT12_data.txt	data/oopsla12_KumarFBGT12_build.txt
OOPSLA'12	K. Rustan M. Leino	Staged program development	Theoretical	-	-	-	-	data/oopsla12_Leino12_data.txt	-
OOPSLA'12	K. Rustan M. Leino, Aleksandar Milicevic	Program extrapolation with jennisys	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_LeinoM12_data.txt	data/oopsla12_LeinoM12_build.txt
